name, name_abr, price_value, market_cap, fully_distributed_market_cap, volume_24h, volume_slash_market_cap, circulating_supply 
"Dextoken","DEXG","$6.95","$138,986","$1,389,864","$168,197","--","20,000.00 DEXG"
"WeStarter","WAR","$0.1368","- -","- -","$166,786","--","--"
"Norse Finance","NFI","$1.06","- -","$37,989","$168,960","--","--"
"Engine","EGCC","$0.0001425","- -","$1,424,909","$164,615","--","--"
"DAO1","DAO1","$1.34","- -","$4,807,783","$168,042","--","--"
"CoinWind","COW","$1.53","- -","$153,480,732","$163,997","--","--"
"Butterfly Protocol","BFLY","$0.1144","$1,261,720","- -","$169,965","--","11,027,750.45 BFLY"
"MeetPle","MPT","$0.8892","- -","$2,667,698,309","$171,321","--","--"
"BuildUp","BUP","$0.1954","- -","$1,954,150,673","$171,338","--","--"
"Rewards","RWD","$0.0129","- -","$2,718,155","$115,680","--","--"
"MixTrust","MXT","$0.001354","- -","$13,543,377","$115,104","--","--"
"PRIVATEUM INITIATIVE","PVM","$0.6612","$52,894,350","$52,894,350","$115,905","--","80,000,000.00 PVM"
"Penguin Finance","PEFI","$0.3499","- -","$7,348,118","$116,609","--","--"
"Eleven Finance","ELE","$1.49","- -","$16,400,788","$117,605","--","--"
"Friends With Benefits Pro","FWB","$23.54","- -","$23,542,648","$116,850","--","--"
"SPDR S&P 500 ETF tokenized stock FTX","SPY","$440.76","- -","- -","$117,572","--","--"
"TEAL","TEAT","$0.0477","- -","$449,380","$117,725","--","--"
"Shardus","ULT","$0.08898","- -","$88,977,121","$117,886","--","--"
"Lux Bio Cell","LBXC","$0.0005817","- -","$5,627,822","$118,072","--","--"
"3x Short XRP Token","XRPBEAR","$0.000002083","- -","$0","$116,007","--","--"
"Artex","ARTEX","$0.007647","$175,871","$764,657","$117,371","--","23,000,000.00 ARTEX"
"Zoe Cash","ZOE","$0.1129","- -","$11,289,334","$118,773","--","--"
"ethArt","ARTE","$5.20","- -","- -","$120,843","--","--"
"NAFTY","NAFTY","$0.000385","- -","$38,504,005","$86,159","--","--"
"A2DAO","ATD","$0.7135","- -","$14,270,381","$86,318","--","--"
"Olive.Cash","OLIVE","$0.2538","- -","$5,330,292","$86,669","--","--"
"SafeBlast","BLAST","$0.000000002435","- -","$2,434,751","$86,957","--","--"
"Bistroo","BIST","$0.1498","- -","$14,981,470","$87,325","--","--"
"Coinbase tokenized stock FTX","COIN","$252.88","- -","- -","$87,403","--","--"
"Metis","MTS","$0.0232","- -","$27,834,010","$87,678","--","--"
"Memecoin","MEM","$0.2652","- -","$26,523,651","$87,811","--","--"
"Save Planet Earth","SPE","$0.00000003298","$14,717,858","$32,975,952","$87,950","--","446,320.98B SPE"
"Strike USDC","sUSDC","$0.0201","- -","- -","$88,027","--","--"
"Baby Shiba Inu","BABYSHIBAINU","$0.000000007083","- -","$7,082,650","$88,434","--","--"
"Keysians Network","KEN","$0.498","- -","$4,980,459","$87,909","--","--"
"Fire Token","FIRE","$0.001573","- -","$1,572,818","$62,306","--","--"
"3X Long Ethereum Classic Token","ETCBULL","$16.39","- -","$30,319","$61,814","--","--"
"Emblem","EMB","$0.1326","- -","$39,767,987","$62,227","--","--"
"GreenTrust","GNT","$0.00001038","$298,533,713","$1,309,362,313","$62,241","--","28,751.95B GNT"
"Dot Finance","PINK","$0.1545","- -","$15,451,134","$70,581","--","--"
"Inverse Finance","INV","$193.01","- -","$19,300,702","$62,471","--","--"
"Cannumo","CANU","$0.01223","- -","$8,507,146","$62,618","--","--"
"Shrew","SHREW","$0.0006987","- -","$865,122","$119,368","--","--"
"Evai.io","EVAI","$0.5079","- -","$507,912,146","$62,759","--","--"
"Woofy","WOOFY","$0.02903","- -","- -","$63,460","--","--"
"Realfinance Network","REFI","$0.004883","- -","$488,308","$63,381","--","--"
"SYL","SYL","$0.002167","- -","$21,667,851","$63,693","--","--"
"OBORTECH","OBOT","$0.01174","$1,174,374","$3,523,122","$44,939","--","100,000,000.00 OBOT"
"MegaCryptoPolis","MEGA","$14.53","- -","$14,525,358","$44,744","--","--"
"Strike UNI","sUNI","$0.4998","- -","- -","$44,907","--","--"
"BabyBUSD","BABYBUSD","$0.00001145","- -","$1,144,584","$44,873","--","--"
"UniDex","UNIDX","$0.7651","$2,635,063","$3,060,598","$44,958","--","3,443,853.18 UNIDX"
"DeFi City","DFC","$0.07347","- -","$7,347,059","$44,978","--","--"
"QiSwap","QI","$0.07893","- -","- -","$45,595","--","--"
"Baby Moon Wolf","BABYWOLF","$0.000000000061","$1,720,320","$6,144,037","$45,393","--","28,000,000.00B BABYWOLF"
"Depth Token","DEP","$0.01797","$11,348,569","$179,746,740","$44,709","--","631,364,406.75 DEP"
"pETH18C","pETH18C","$10.60","- -","$10,601,296","$45,796","--","--"
"DFX Finance","DFX","$0.3883","- -","$38,832,212","$33,870","--","--"
"Scaleswap","SCA","$0.3815","- -","- -","$45,082","--","--"
"Morpher","MPH","$0.02938","- -","$30,075,696","$34,142","--","--"
"MDUKEY","MDU","$0.03175","- -","$6,349,273","$34,128","--","--"
"Upfire","UPR","$0.006851","- -","$6,850,536","$34,063","--","--"
"0x_nodes","BIOS","$5.06","- -","$50,615,510","$34,306","--","--"
"4ART Coin","4ART","$0.1028","$78,693,064","$360,627,815","$34,375","--","765,594,340.00 4ART"
"Libfx","LIBFX","$0.02318","- -","$811,156","$34,595","--","--"
"CrossWallet","CWT","$0.01064","$531,759","$531,759","$34,617","--","50,000,000.00 CWT"
"KONJUNGATE","KONJ","$0.001898","$1,533,103","$1,533,080","$34,765","--","807,946,418.00 KONJ"
"Stater","STR","$0.1158","- -","- -","$34,797","--","--"
"MiniSwap","MINI","$0.02681","- -","$26,814,586","$34,923","--","--"
"CheeseSwap","CHS","$0.0285","- -","$71,040","$35,672","--","--"
"Polystarter.net","POLR","$0.3313","- -","$3,313,094","$34,987","--","--"
"NTON","NTON","$0.005697","$354,574","$19,940,353","$35,449","--","62,235,982.00 NTON"
"TendieSwap","TENDIE","$2.96","$15,730,291","$15,673,482","$35,619","--","5,318,515.72 TENDIE"
"Ziktalk","ZIK","$0.001384","- -","$13,836,743","$35,739","--","--"
"peachfolio","PCHF","$0.002085","- -","$2,084,772","$35,806","--","--"
"Volatility Protocol Token","VOL","$0.7471","- -","- -","$35,891","--","--"
"Fanspel","FAN","$0.2765","- -","$522,608,499","$36,472","--","--"
"Intelligent Investment Chain","IIC","$0.0001634","- -","$3,430,834","$36,334","--","--"
"moonwolf.io","WOLF","$0.000004092","$1,955,816","$4,091,665","$36,610","--","478.00B WOLF"
"MoonEdge","MOONED","$0.05513","- -","$11,025,232","$35,173","--","--"
"Ninja Doge","$NINJADOGE","$0.000000000819","- -","$818,747","$36,527","--","--"
"GHOSTFACE","GHOSTFACE","$0.000000001483","- -","$1,482,935","$36,591","--","--"
"PlayChip","PLA","$0.009274","- -","$463,720,060","$33,481","--","--"
"Goatcoin","GOAT","$305.93","- -","$305,626","$36,620","--","--"
"SolFarm","TULIP","$2.91","- -","$29,099,901","$36,763","--","--"
"Mazzuma","MAZ","$0.6551","- -","$65,512,508","$36,687","--","--"
"Oviex","OVI","$1.50","- -","$150,381,316","$36,835","--","--"
"Dogira","DOGIRA","$0.09061","- -","$9,061,033","$37,113","--","--"
"vBSWAP","VBSWAP","$33.19","- -","$3,318,598","$37,485","--","--"
"Aquari","AQUARI","$0.00001433","- -","$1,432,898","$37,389","--","--"
"BulleX","BLX","$0.001059","- -","$1,059,012","$37,436","--","--"
"Mammon","MMON","$0.0142","- -","$85,307","$38,631","--","--"
"Olecoin","OLE","$0.003265","- -","$32,650,101","$37,047","--","--"
"Mommy Doge Coin","MOMMYDOGE","$0.000000000002","- -","$1,038,837","$37,757","--","--"
"UNIFI DeFi","UNIFI","$0.002503","- -","$445,810","$37,745","--","--"
"10x.gg","XGG","$0.000059","- -","$59,004","$37,577","--","--"
"Algory Project","ALG","$0.2499","$1,724,192","$3,823,207","$37,928","--","6,900,000.00 ALG"
"MGC Token","MGC","$0.007327","- -","$4,396,383","$38,272","--","--"
"MoonStar","MOONSTAR","$0.00000000291","- -","- -","$38,326","--","--"
"Yearn Loans Finance","YLFI","$69.31","$149,847","$266,495","$38,049","--","2,162.00 YLFI"
"ROCKI","ROCKS","$0.436","- -","$43,597,496","$38,068","--","--"
"Phoswap","PHO","$0.0171","- -","$171,030","$37,836","--","--"
"Easticoin","ESTI","$0.00275","- -","$2,062,566","$38,278","--","--"
"YearnAgnostic Finance","YFIAG","$1.62","- -","$1,180,105","$38,472","--","--"
"Booster","BOO","$0.04031","- -","$4,031,191","$38,470","--","--"
"Collateral Pay Governance","COLLG","$3,125.85","- -","$31,258,462","$38,703","--","--"
"WingShop","WING","$0.004978","- -","$49,781","$39,683","--","--"
"Fundum Capital","FND","$2.38","$130,881,221","$237,965,856","$38,709","--","55,000,000.00 FND"
"TeslaSafe","TESLASAFE","$0.00000002406","- -","$24,060,597","$38,930","--","--"
"OpenAlexa Protocol","OAP","$4.99","- -","$49,926,491","$38,891","--","--"
"Sake","SAK3","$14,928.77","- -","$13,256,743","$38,896","--","--"
"Infinitee Finance","INFTEE","$0.01278","- -","$1,278,324","$38,961","--","--"
"Tycoon","TYC","$0.07519","- -","$10,137,031","$39,116","--","--"
"JFIN","JFC","$0.2492","- -","$74,774,504","$39,037","--","--"
"Museum of Crypto Art","MOCA","$5.84","- -","- -","$39,075","--","--"
"Your Finance Decentralized","YFD","$5.60","- -","$112,026","$43,883","--","--"
"3X Long OKB Token","OKBBULL","$58.35","- -","$552","$39,223","--","--"
"Vinci","VINCI","$6.00","- -","$1,799,242,244","$39,374","--","--"
"HashBridge Oracle","HBO","$0.0306","- -","$30,597,665","$39,558","--","--"
"DogeBTC","DOGEBTC","$0.000003612","- -","$361,161","$39,821","--","--"
"Xrpalike Gene","XAG","$0.01478","$18,798,761","$1,478,262,132","$39,843","--","1.27B XAG"
"DeFinity","DEFX","$0.137","- -","$23,500,849","$40,096","--","--"
"Hare Token","HARE","$0","- -","$0","$40,103","--","--"
"Krill","KRILL","$0.09143","- -","$1,279,976","$40,100","--","--"
"Loon Network","LOON","$0.01087","- -","- -","$40,462","--","--"
"DekBox","DEK","$0.014","- -","$1,260,202","$40,220","--","--"
"Pilot","PTD","$0.1321","- -","$13,211,671","$40,367","--","--"
"SafeETH","SAFEETH","$0.000000001218","- -","$1,218,421","$40,527","--","--"
"BasketDAO","BASK","$52.72","- -","--","- -","$36,651,754","$40,656"
"Shibaken Finance","SHIBAKEN","$0.000000000028","$2,626,952","$2,790,190","$40,643","--","94,155,978.90B SHIBAKEN"
"BSYS","BSYS","$0.004291","- -","$4,291,013","$40,715","--","--"
"Combo","COMB","$0.001854","- -","$1,854,256","$40,714","--","--"
"Punk","PUNK","$281,969.34","- -","- -","$41,209","--","--"
"Richie","RICH","$0.000000005415","- -","$5,414,941","$41,499","--","--"
"Gains Farm","GFARM2","$125.29","- -","$12,528,639","$41,596","--","--"
"Nectar","NEC","$0.07305","- -","$45,152,907","$41,934","--","--"
"PlayAndLike","PAL","$0.000001982","- -","$178,393,313,633","$41,466","--","--"
"AstroElon","ELONONE","$0.000000009603","- -","$9,602,737","$42,190","--","--"
"REDi","REDI","$0.002317","- -","$18,534,300","$42,270","--","--"
"2local","2LC","$0.0008444","- -","$40,531,852","$42,736","--","--"
"Basis Dollar Share","BSDS","$0.1298","- -","$105,481","$42,577","--","--"
"Manyswap","MANY","$0.02352","- -","$235,240","$42,662","--","--"
"Supermoon","OSM","$0.000000003253","- -","$3,252,664","$43,226","--","--"
"Robust Token","RBT","$42.27","- -","$4,227,460","$43,363","--","--"
"TripCandy","CANDY","$0.007146","- -","$7,146,285","$43,563","--","--"
"Space Token","SPACE","$0.09125","- -","$31,937,526","$43,915","--","--"
"Pluto","PLUT","$0.06346","- -","- -","$43,904","--","--"
"Omni Real Estate Token","ORT","$0.06512","- -","$6,512,112","$44,170","--","--"
"Only 1 Token","O1T","$3,135,683.93","- -","$3,135,684","$44,100","--","--"
"KP2R.Network","KP2R","$1.42","- -","- -","$43,872","--","--"
"Freeliquid","FL","$0.9429","- -","$942,921","$44,719","--","--"
"RamenSwap","RAMEN","$0.0954","$59,707","$1,001,762","$44,792","--","625,884.00 RAMEN"
"Bankless DAO","BANK","$0.03701","- -","- -","$44,552","--","--"
"GazeTV","GAZE","$0.002594","- -","$2,593,752","$44,601","--","--"
"Meter Governance mapped by Meter.io","eMTRG","$1.60","- -","$4,793,796","$45,849","--","--"
"Crypto Price Index","CPI","$0.2386","- -","$71,576,844","$46,819","--","--"
"Raku Coin","RAKUC","$0.0000003216","- -","$321,563","$46,897","--","--"
"Skillchain","SKI","$0.02891","- -","$5,515,358","$47,505","--","--"
"FarmHero","HONOR","$0.05413","- -","$27,065,750","$45,462","--","--"
"BSC Gold","BSCGOLD","$0.0003408","- -","$340,764","$47,795","--","--"
"wanUSDC","WANUSDC","$1.00","- -","$210,395,916","$42,973","--","--"
"MP3","MP3","$0.01642","- -","- -","$48,327","--","--"
"TruBadger","TRUBGR","$0.00000002213","- -","$22,130,889","$48,813","--","--"
"Decubate","DCB","$0.024","$369,548","$23,996,607","$48,849","--","15,400,000.00 DCB"
"Cometh","MUST","$118.11","- -","--","$118,113,533","$9,939,449","$48,740"
"Micro Bitcoin Finance","MBTC","$8.31","- -","$174,473","$48,907","--","--"
"Mixin","XIN","$359.75","$215,518,230","$359,748,064","$48,773","--","599,081.00 XIN"
"Bafe io","BAFE","$0.000000002977","- -","- -","$48,836","--","--"
"LemoChain","LEMO","$0.01203","- -","$19,248,447","$49,339","--","--"
"Hey Bitcoin","HYBN","$0.03755","$18,772,727","$86,767,543","$49,424","--","499,999,999.00 HYBN"
"CateCoin","CATE","$0.000000101","$1,566,260","$9,843,785","$49,885","--","15,507.82B CATE"
"Dink Doink","DINK","$0.000000000126","- -","$1,264,740","$49,532","--","--"
"Chainsquare","CHS","$0.9652","- -","- -","$49,753","--","--"
"Keisuke Inu","$KEI","$0.000000000028","- -","$2,791,490","$50,351","--","--"
"Manifold Finance","FOLD","$13.87","- -","- -","$50,538","--","--"
"Copiosa Coin","COP","$0.01519","- -","$7,595,223","$50,730","--","--"
"1x Short Bitcoin Token","HEDGE","$117.71","- -","$117,709,999,882","$50,655","--","--"
"MINDOL","MIN","$0.2541","- -","$60,986,849","$50,756","--","--"
"Useless","USELESS","$0.000000007574","- -","$7,573,914","$51,182","--","--"
"Binance VND","BVND","$0.00004225","- -","$971,851","$51,005","--","--"
"Prostarter","PROT","$0.079","$410,784","$5,924,768","$51,247","--","5,200,000.00 PROT"
"SecretSky.finance","SSF","$0.0004573","- -","$457,281","$51,394","--","--"
"Cryptofifa","FFA","$0.02501","- -","$25,005,930","$51,307","--","--"
"UNCL","UNCL","$25.05","- -","- -","$51,695","--","--"
"EIDOS","EIDOS","$0.00009203","- -","$92,029","$52,176","--","--"
"DISCIPLINA","DSCPL","$0.004463","$1,673,566","$6,515,750","$52,010","--","375,000,000.00 DSCPL"
"Cake Monster","MONSTA","$0.0003341","- -","$3,341,110","$52,981","--","--"
"iBNB","IBNB","$0.000000002929","- -","$2,929,227","$52,328","--","--"
"3X Short TRX Token","TRXBEAR","$0.00000234","- -","$0","$52,462","--","--"
"BNS Token","BNS","$0.08512","$4,838,256","$212,795,296","$53,028","--","56,841,668.00 BNS"
"Cream ETH 2","CRETH2","$2,439.21","- -","- -","$52,618","--","--"
"Ki","XKI","$0.1389","- -","$119,698,163","$52,189","--","--"
"Bakery Tools","TBAKE","$0.007754","- -","$744,361","$53,297","--","--"
"Ourglass","GLASS","$0.000000004338","- -","$4,337,733","$53,845","--","--"
"Freela","FREL","$0.004231","- -","$4,230,739","$54,243","--","--"
"Dotmoovs","MOOV","$0.007381","- -","$7,380,786","$53,708","--","--"
"BETFURY","BFG","$0.03088","- -","$154,397,848","$54,139","--","--"
"PAWGcoin","$PAWG","$0.000000003368","- -","$3,367,792","$54,090","--","--"
"Wrapped ILCOIN","WILC","$0.0022","- -","$5,500,992","$54,252","--","--"
"IAGON","IAG","$0.04361","$1,460,786","$43,605,553","$54,666","--","33,500,000.00 IAG"
"Blockmason Link","BLINK","$0.0003612","- -","$1,806,012","$54,983","--","--"
"Project Quantum","QBIT","$0.00001168","$2,420,247","$116,800,526","$54,925","--","207.21B QBIT"
"NFTBooks","NFTBS","$0.00000000001","- -","$1,024,567","$55,513","--","--"
"FOMO LAB","FOMO","$0.0714","$1,835,009","$71,401,117","$55,720","--","25,700,000.00 FOMO"
"Vancat","VANCAT","$0.000000004601","- -","- -","$55,536","--","--"
"iOWN Token","iOWN","$0.0162","- -","$7,291,484","$55,627","--","--"
"Dcoin Token","DT","$0.006923","- -","$6,922,864","$55,612","--","--"
"3x Short Litecoin Token","LTCBEAR","$0.009007","- -","$3","$55,938","--","--"
"renZEC","RENZEC","$119.69","- -","$1,143,058","$61,261","--","--"
"SaferMoon","SAFERMOON","$0.00000000664","- -","$6,639,885","$56,309","--","--"
"DashSports","DASS","$0.00000001042","- -","$10,417,774","$56,238","--","--"
"MP4","MP4","$0.002729","- -","$736,825","$56,222","--","--"
"Roseon Finance","ROSN","$0.1035","$1,573,106","$10,352,002","$56,339","--","15,196,157.00 ROSN"
"Foliowatch","FWATCH","$0.001284","- -","$256,770","$56,993","--","--"
"ToolApe","TAPE","$0.01673","- -","$1,673,259","$56,694","--","--"
"Interest Bearing ETH","ibETH","$3,018.07","- -","- -","$56,589","--","--"
"Tessla Coin","TSLA","$0.3188","- -","$3,506,565,445","$57,190","--","--"
"Artery Network","ARTR","$1.42","- -","$5,673,250,963","$57,044","--","--"
"DeFIRE","CWAP","$1.01","- -","$101,354,674","$56,828","--","--"
"OneSwap DAO Token","ONES","$1.02","- -","$101,692,406","$56,974","--","--"
"Ramifi Protocol","RAM","$0.08709","- -","$628,145","$57,314","--","--"
"Upper Pound","GBPU","$1.39","- -","$139,497,766","$57,509","--","--"
"Secret (ERC20)","WSCRT","$1.24","- -","- -","$55,031","--","--"
"Sting Defi","SDFI","$1.57","- -","$156,766","$58,512","--","--"
"3X Long TRX Token","TRXBULL","$0.2886","- -","$139,124","$58,050","--","--"
"Swapz","SWAPZ","$0.02198","$593,577","$21,984,323","$58,669","--","27,000,000.00 SWAPZ"
"Raptor Token","RAPTR","$0.000000002059","- -","$964,750","$57,594","--","--"
"Quantfury Token","QTF","$5.00","$50,019,062","$500,190,618","$52,950","--","10,000,000.00 QTF"
"Satopay Network","STOP","$0.001527","- -","$595,660","$59,163","--","--"
"Asia Reserve Currency Coin","ARCC","$0.0858","- -","$7,603,357,320","$45,441","--","--"
"BULL FINANCE","BULL","$0.000000004392","- -","$2,195,922","$59,221","--","--"
"WardenSwap","WAD","$0.4116","$16,579,462","$131,706,019","$59,244","--","40,282,350.00 WAD"
"PrivacySwap","PRV","$3.69","- -","$328,935","$60,993","--","--"
"SIL.FINANCE","SIL","$151.81","- -","$4,554,209","$60,169","--","--"
"Yieldly","YLDY","$0.006629","- -","$66,292,018","$55,283","--","--"
"Catge coin","CATGE","$0.000000005721","$4,019,021","$4,369,017","$59,715","--","702,530.32B CATGE"
"Pornstar","STAR","$0.000000007969","- -","$3,984,259","$61,001","--","--"
"Upper Euro","EURU","$1.20","- -","$119,758,081","$60,949","--","--"
"CatBread","CATBREAD","$0.000000004322","- -","$4,321,800","$60,650","--","--"
"Upper Dollar","USDU","$0.9981","- -","$99,814,473","$60,870","--","--"
"DGPayment","DGP","$0.07492","- -","$26,222,674","$62,527","--","--"
"Mantis","MNTIS","$0.5115","- -","$87,216,849","$61,687","--","--"
"StrikeCoin","STRIKE","$0.008036","- -","$8,035,517","$65,304","--","--"
"Nyantereum International","NYANTE","$0.0000002525","$11,286","$252,474","$65,126","--","44.70B NYANTE"
"LunarSwap","LUNAR","$0.0001357","- -","$1,357,121","$64,476","--","--"
"Alaya","ATP","$2.39","- -","- -","$64,097","--","--"
"All.me","ME","$0.007265","- -","$72,653,161","$77,481","--","--"
"Bitcoin File","BIFI","$0.001538","- -","$32,377,904","$63,481","--","--"
"NEXTYPE","NT","$0.06184","- -","$49,469,714","$64,832","--","--"
"Synthetify","SNY","$2.26","$7,678,130","$225,827,365","$65,341","--","3,400,000.00 SNY"
"KUN","KUN","$0.5674","- -","--","$6,808,708","$227,269","$65,869"
"SafeBreast Inu","BREAST","$0.000001076","- -","- -","$66,212","--","--"
"LinkToken","LTK","$0.018","- -","$27,004,869","$61,308","--","--"
"xxxNifty","NSFW","$0.00005319","- -","$3,707,265","$66,480","--","--"
"Dogefather","DOGEFATHER","$0.00000001601","- -","$16,008,078","$66,711","--","--"
"X-Block","IX","$0.00008362","- -","$418,104","$68,129","--","--"
"BabyDot","BDOT","$7,735.58","- -","$781,294","$67,504","--","--"
"One Share","ONS","$7.20","- -","$719,656","$68,608","--","--"
"PhoenixDefi.Finance","PNIX","$0.006666","- -","$324,372","$68,809","--","--"
"SocialGood","SG","$0.7748","- -","$162,708,504","$69,034","--","--"
"Liti Capital","WLITI","$0.02455","- -","$147,319,281","$68,094","--","--"
"Jointer","JNTR","$0.06832","- -","$814,921,410","$68,276","--","--"
"Ludos Protocol","LUD","$0.0002296","$37,476","$2,295,651","$70,145","--","163,247,872.00 LUD"
"BabyDoge ETH","BABYDOGE","$0.00000000531","$2,579,320","$5,309,894","$67,025","--","485,757.78B BABYDOGE"
"Media Network","MEDIA","$35.90","- -","- -","$68,056","--","--"
"LinkArt","LAR","$0.001994","- -","$19,938,012","$68,692","--","--"
"Saturna","SAT","$0.0000000038","- -","$3,800,422","$68,536","--","--"
"TecraCoin","TCR","$1.42","- -","$299,195,483","$68,611","--","--"
"KickPad","KPAD","$0.01322","- -","- -","$69,003","--","--"
"GGDApp","GGTK","$0.5367","- -","$25,120,254","$69,011","--","--"
"STARSHIP","STARSHIP","$0.115","- -","$2,300,194","$69,753","--","--"
"SURF Finance","SURF","$0.4901","- -","- -","$64,820","--","--"
"Swop","SWOP","$14.19","- -","$85,121,413","$68,885","--","--"
"Sovryn","SOV","$11.01","- -","$1,100,587,452","$60,424","--","--"
"Ndau","NDAU","$35.63","- -","$1,068,755,579","$70,106","--","--"
"3X Long Cosmos Token","ATOMBULL","$0.06659","- -","$137","$71,116","--","--"
"PinkPanda","PINKPANDA","$0.000000007468","- -","$7,468,379","$70,493","--","--"
"YAS","YAS","$0.0519","- -","$5,190,119","$71,716","--","--"
"bDollar","BDO","$0.04641","- -","$34,673","$69,595","--","--"
"Apple tokenized stock FTX","AAPL","$147.27","- -","- -","$70,816","--","--"
"Moon Nation Game","MNG","$0.01149","- -","$4,415,071","$71,351","--","--"
"UniFi Protocol","UP","$0.7025","- -","$893,828","$72,084","--","--"
"DAOhaus","HAUS","$14.38","- -","- -","$72,481","--","--"
"OXO.Farm","OXO","$0.05947","- -","$3,568","$72,288","--","--"
"Jubi Token","JT","$0.07886","- -","$78,855,707","$72,678","--","--"
"PocMon","PMON","$0.000000006306","$2,130,866","$6,305,588","$72,772","--","337,932.86B PMON"
"Blockchain Exchange Alliance","BXA","$0.001291","- -","$25,829,817","$73,801","--","--"
"Rake Finance","RAK","$17.07","- -","$128,015","$72,860","--","--"
"PUML Better Health","PUML","$0.01243","$6,214,826","$6,214,826","$74,404","--","500,000,000.00 PUML"
"One Basis Cash","OBS","$8.33","- -","$816,538","$73,945","--","--"
"MocktailSwap","MOK","$0.02391","- -","$478,114","$73,798","--","--"
"Rebasing Liquidity","DELTA-RLP","$241.67","- -","- -","$71,780","--","--"
"CBET Token","CBET","$0.0000002609","$260,880,810","$260,880,813","$74,271","--","1,000,000.00B CBET"
"Hintchain","HINT","$0.002641","- -","$2,641,484","$74,559","--","--"
"Dexfolio","DEXF","$0.02341","- -","- -","$75,341","--","--"
"Amazon tokenized stock FTX","AMZN","$3,383.50","- -","- -","$75,416","--","--"
"PizzaSwap","PIZZA","$0.239","- -","$119,506","$75,017","--","--"
"AMPnet Asset Platform and Exchange","AAPX","$1.15","- -","$8,074,080","$75,834","--","--"
"EthereumPay","EPAY","$0.000001529","- -","$3,057,224","$76,115","--","--"
"Mogu","MOGX","$0.01029","- -","$10,294,644","$77,248","--","--"
"Sekuritance","SKRT","$0.02078","- -","$16,999,119","$75,929","--","--"
"LITTLE RABBIT","LTRBT","$0","- -","- -","$77,427","--","--"
"Experty Wisdom Token","WIS","$0.05103","- -","$4,051,785","$77,872","--","--"
"Medican Coin","MCAN","$0.07452","- -","$372,618,414","$77,659","--","--"
"governance ZIL","GZIL","$117.48","- -","$84,899,771","$77,340","--","--"
"EFT.finance","EFT","$147.05","$8,087,680","$8,087,680","$78,327","--","55,000.00 EFT"
"Busy DAO","BUSY","$0.01857","$725,456","$4,734,099","$77,793","--","39,076,323.00 BUSY"
"Mindsync","MAI","$0.02407","- -","$2,859,604","$75,660","--","--"
"One Get Coin","OGC","$1.10","- -","$10,955,702","$78,406","--","--"
"OptionPanda","OPA","$0.008962","- -","$4,481,185","$75,952","--","--"
"3X Long Altcoin Index Token","ALTBULL","$31.52","- -","$946","$78,640","--","--"
"StarLink","SLNV2","$0.002615","- -","$2,615,067","$79,704","--","--"
"Military Finance","MIL","$0.000002401","- -","$2,400,632","$77,445","--","--"
"Counterparty","XCP","$3.77","$9,851,769","$9,849,313","$78,619","--","2,615,141.64 XCP"
"ShineChain","SHE","$0.0005219","- -","$2,609,670","$78,952","--","--"
"Wrapped CrescoFin","wCRES","$14.83","- -","$178,005,321","$80,942","--","--"
"BitcoinX","BCX","$0.001186","- -","$249,071,548","$80,346","--","--"
"Hugo Finance","HUGO","$0.0005982","- -","$1,196,318","$81,874","--","--"
"yffi finance","YFFI","$3.90","- -","$116,909","$66,576","--","--"
"Exen Coin","EXEN","$2.75","$35,990,932","$41,294,721","$82,418","--","13,073,438.00 EXEN"
"MyBricks","$BRICKS","$0.0144","- -","$14,398,245","$82,939","--","--"
"BlackPool","BPT","$3.84","$4,173,233","$384,062,320","$82,756","--","1,086,603.00 BPT"
"JBOX","JBX","$0.003223","- -","$644,685","$83,323","--","--"
"Moonarch.app","MOONARCH","$0.01764","- -","$1,764,377","$83,884","--","--"
"Hamster","HAM","$0.000000000513","- -","$5,126,064","$84,121","--","--"
"World of Waves","WOW","$0.002853","- -","$5,705,991","$84,319","--","--"
"Foxy Equilibrium","Foxy","$0.6961","- -","$2,088,232","$84,713","--","--"
"CumInu","CUMINU","$0.0008573","- -","$8,573,243","$85,010","--","--"
"Black Diamond Rating","HZT","$0.02564","- -","$256,432,425","$85,340","--","--"
"BSC TOOLS","TOOLS","$0.07344","- -","$7,344,395","$85,797","--","--"
"Bitrise Token","BRISE","$0.000000004732","- -","$4,731,666","$89,154","--","--"
"Matic Aave Interest Bearing USDC","MAUSDC","$1.06","- -","- -","$88,988","--","--"
"QURAS","XQC","$0.007074","- -","$6,288,371","$90,384","--","--"
"UME Token","UME","$2.90","- -","$66,795,536","$89,622","--","--"
"Save Ralph","RALPH","$0.000000003085","- -","- -","$90,086","--","--"
"xToken","XTK","$0.1246","- -","--","$124,592,274","$26,406,810","$89,460"
"Xiglute Coin","XGC","$0.00000185","- -","$388,565,927","$91,194","--","--"
"Nitroex","NTX","$0.0006123","- -","$6,735,553","$90,233","--","--"
"UltimoGG","ULTGG","$0.000000008807","- -","$8,807,118","$90,798","--","--"
"Minds","MINDS","$1.40","$8,848,614","$350,382,532","$90,361","--","6,313,538.00 MINDS"
"NFT STARS","NFTS","$2.38","- -","$47,642,665","$90,632","--","--"
"MissDoge","MDOGE","$0.000000001994","- -","$1,993,572","$91,286","--","--"
"Nodeseeds","NDS","$77.90","- -","$7,790,303","$91,025","--","--"
"Uniris","UCO","$0.1266","- -","$1,265,501,436","$88,760","--","--"
